Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Season
41,Gump Worsley,42,MNS,34,,16,10,7,68,1022,954,0.933,2.12,2,7.9,1924,,,,68,31.54,0,1,1,2,1971
28,Denis Herron,27,MTL,34,,25,3,3,80,858,778,0.907,2.52,0,7.6,1908,,,,79,20.82,0,0,0,0,1979
19,Denis Herron,24,PIT,34,,15,11,5,94,1058,964,0.911,2.94,1,6.2,1918,,,,81,21.71,0,1,1,4,1976
37,Gilles Villemure,30,NYR,34,,22,8,4,78,966,888,0.919,2.3,4,8,2036,,,,83,15.47,0,0,0,0,1970
1,Johnny Bower,40,TOR,34,,14,13,7,81,1067,986,0.924,2.38,3,7.2,2039,,,,83,16.61,0,0,0,6,1964
30,Jacques Plante,43,TOR,34,,16,13,5,86,1032,946,0.917,2.63,2,6.5,1962,,,,86,14.52,0,0,0,2,1971
43,Gilles Villemure,32,NYR,34,,20,12,2,78,859,781,0.909,2.3,3,8.4,2035,,,,87,11.37,0,0,0,2,1972
3,Dan Bouchard,22,ATF,34,,9,15,10,100,1079,979,0.907,3.09,2,5.7,1940,,,,89,12.26,0,1,1,12,1972
8,Terry Sawchuk,27,BOS,34,,18,10,6,81,1015,934,0.920,2.38,2,6.6,2040,,,,89,9.56,0,0,0,16,1956
18,John Garrett,31,TOT,34,,13,14,5,112,1008,896,0.889,3.57,1,5.7,1885,,,,89,13.57,0,2,2,2,1982
5,Roger Crozier,27,DET,34,,16,6,9,83,1035,952,0.920,2.65,0,5.8,1876,,,,91,8.11,0,0,0,0,1969
7,John Davidson,24,NYR,34,,14,13,4,98,968,870,0.899,3.18,1,5.2,1846,,,,91,9.59,0,0,0,10,1977
27,Jean-Sebastien Giguere,23,MDA,34,,11,17,5,87,976,889,0.911,2.57,4,6.8,2031,,,,92,7.42,0,2,2,8,2000
27,Jaroslav Halak,23,MTL,34,33,18,14,1,92,1077,985,0.915,2.86,1,7.2,1931,18,0.545,2,93,6.56,0,0,0,0,2008
76,Curtis Sanford,26,STL,34,,13,13,5,81,885,804,0.908,2.66,3,6,1830,,,,93,6.38,0,0,0,0,2005
22,Casey DeSmith,27,PIT,34,29,14,11,5,88,1021,933,0.914,2.86,2,6.3,1846,17,0.586,2,94,5.12,0,0,0,2,2018
43,Gary Simmons,30,CGS,34,,10,21,3,124,1184,1060,0.895,3.67,2,4.7,2026,,,,95,5.89,0,1,1,26,1974
33,Josh Harding,27,MIN,34,30,13,12,4,81,981,900,0.917,2.62,2,6.4,1855,18,0.6,4,95,3.82,0,0,0,0,2011
22,Michel Larocque,26,MTL,34,,22,7,4,94,841,747,0.888,2.84,3,7.1,1984,,,,95,4.76,0,3,3,2,1978
40,Gilles Meloche,35,PIT,34,,13,15,5,119,998,879,0.881,3.6,0,5.8,1981,,,,95,6.6,0,1,1,2,1985
63,Matt Murray,24,PIT,34,34,20,10,3,94,1083,989,0.913,2.9,3,6.6,1942,18,0.529,9,95,4.78,0,0,0,4,2018
9,Brian Boucher,34,PHI,34,29,18,10,4,76,902,826,0.916,2.42,0,5.7,1885,17,0.586,3,97,2.58,0,0,0,0,2010
28,Reggie Lemelin,27,CGY,34,,10,15,6,135,1066,931,0.873,4.32,0,4.3,1874,,,,100,0.48,0,1,1,0,1981
32,Johan Hedberg,37,NJD,34,27,15,12,2,68,777,709,0.912,2.38,3,4.6,1717,17,0.63,4,100,-0.31,0,1,1,4,2010
12,Peter Budaj,23,COL,34,,14,10,6,86,864,778,0.9,2.87,2,5.2,1803,,,,101,-0.7,0,1,1,4,2005
76,Mike Smith,30,PHX,34,34,15,12,5,84,938,854,0.91,2.58,5,5.6,1956,17,0.5,7,102,-1.38,0,0,0,0,2012
74,Karri Ramo,28,CGY,34,32,15,9,3,75,852,777,0.912,2.6,2,4.8,1731,14,0.438,5,103,-2.28,0,0,0,0,2014
55,Dominic Roussel,22,PHI,34,,13,11,5,111,933,822,0.881,3.76,1,4.6,1769,,,,103,-3.62,0,2,2,11,1992
1,Les Binkley,36,PIT,34,,11,11,10,89,890,801,0.9,2.86,2,5.8,1866,,,,103,-2.89,0,0,0,0,1970
15,Gilles Gilbert,27,BOS,34,,18,13,3,97,841,744,0.885,2.86,1,6.8,2038,,,,105,-5.02,0,1,1,15,1976
20,Eric Fichaud,21,NYI,34,,9,14,4,91,897,806,0.899,3.1,0,4.3,1759,,,,106,-5.54,0,0,0,2,1996
15,Don Edwards,29,CGY,34,,11,15,2,115,857,742,0.866,4.09,1,4,1688,,,,107,-7.58,0,0,0,4,1984
22,Mark Fitzpatrick,27,FLA,34,,15,11,3,88,810,722,0.891,2.96,0,3.8,1786,,,,107,-5.72,0,0,0,12,1995
49,Michael Leighton,28,TOT,34,31,17,9,2,85,899,814,0.905,2.83,1,4.8,1799,19,0.613,6,107,-5.23,0,1,1,0,2009
49,Bob Sauve,32,NJD,34,,10,16,3,107,823,716,0.87,3.57,0,3.8,1798,,,,108,-8.1,0,1,1,4,1987
75,Mike Smith,25,TOT,34,32,15,19,0,84,848,764,0.901,2.59,3,4.4,1946,14,0.438,8,109,-6.97,0,1,1,12,2007
39,Corrado Micalef,21,DET,34,,11,13,5,106,761,655,0.861,3.63,2,5.2,1752,,,,112,-11.2,0,1,1,18,1982
20,Glenn Healy,25,LAK,34,,12,18,1,135,1005,870,0.866,4.34,1,4.3,1865,,,,112,-14.23,0,2,2,6,1987
55,Michael Leighton,22,CHI,34,,6,18,8,99,987,888,0.9,2.98,2,4.7,1988,,,,113,-11.1,0,2,2,2,2003
45,Eddie Mio,26,EDM,34,,9,13,5,120,907,787,0.868,4.22,1,2.9,1706,,,,113,-13.43,0,1,1,4,1979
36,Curtis Joseph,28,EDM,34,,15,16,2,111,971,860,0.886,3.44,0,4.1,1936,,,,113,-12.37,0,1,1,4,1995
54,Roberto Luongo,39,FLA,34,32,14,13,3,95,922,827,0.897,3.15,1,4,1812,16,0.5,7,113,-10.91,0,1,1,0,2018
80,Mike Smith,36,CGY,34,32,19,12,2,94,894,800,0.895,2.92,2,3.7,1930,15,0.469,8,115,-12.46,0,3,3,2,2018
23,Ray Emery,29,CHI,34,27,15,9,4,83,834,751,0.9,2.81,0,3.8,1774,12,0.444,5,115,-10.89,0,1,1,2,2011
72,James Reimer,23,TOR,34,34,14,14,4,97,974,877,0.9,3.1,3,4.4,1879,13,0.382,9,115,-12.79,0,0,0,0,2011
13,Bruce Gamble,32,TOT,34,,9,20,3,120,1079,959,0.889,3.71,2,3.5,1939,,,,115,-15.6,0,0,0,0,1970
48,Eddie Lack,28,CAR,34,31,12,14,6,90,910,820,0.901,2.81,2,3.9,1920,14,0.452,7,116,-12.52,0,2,2,0,2015
24,Pete LoPresti,21,MNS,34,,7,22,1,123,962,839,0.872,4.14,1,3,1784,,,,116,-17.08,0,0,0,0,1975
30,Rob Holland,22,PIT,34,,10,17,6,126,927,801,0.864,3.84,1,4.4,1969,,,,116,-17.08,0,0,0,2,1979
43,Anton Khudobin,28,CAR,34,32,8,17,6,87,874,787,0.9,2.72,1,3.8,1920,16,0.5,9,117,-12.4,0,0,0,0,2014
14,Ron Grahame,28,LAK,34,,11,19,2,136,985,849,0.862,4.22,0,3.3,1935,,,,118,-20.33,0,1,1,6,1978
49,Mike Palmateer,30,TOR,34,,9,17,4,149,983,834,0.848,4.91,0,3.5,1822,,,,120,-24.37,0,2,2,28,1983
8,Roger Crozier,25,DET,34,,10,16,4,95,866,771,0.890,3.30,1,3.1,1728,,,,121,-16.66,0,0,0,2,1967
19,Devan Dubnyk,27,TOT,34,31,11,18,3,103,945,842,0.891,3.43,2,3.1,1802,11,0.355,8,126,-21.57,0,0,0,6,2013
12,Eddie Johnston,31,BOS,34,,8,21,2,116,970,854,0.880,3.71,0,2.9,1876,,,,128,-25.70,0,1,1,0,1966
46,Pascal Leclaire,27,OTT,34,31,12,14,2,93,822,729,0.887,3.2,0,2.6,1745,14,0.452,9,128,-20.06,0,0,0,2,2009
66,Tommy Soderstrom,24,PHI,34,,6,18,4,116,851,735,0.864,4.01,2,2.2,1736,,,,130,-26.71,0,0,0,0,1993
43,Arturs Irbe,35,CAR,34,,7,24,2,100,816,716,0.877,3.18,0,2,1884,,,,134,-25.61,0,0,0,4,2002
2,Johnny Bower,41,TOR,35,,18,10,5,75,1072,997,0.930,2.26,3,7.9,1995,,,,73,27.66,0,1,1,0,1965
60,Roberto Luongo,38,FLA,35,33,18,11,2,81,1143,1062,0.929,2.47,3,8.5,1966,22,0.667,3,81,19.32,0,2,2,0,2017
26,Jeff Hackett,27,CHI,35,,18,11,4,80,948,868,0.916,2.4,4,6.6,2000,,,,83,16.3,0,1,1,8,1995
28,Manny Fernandez,28,MIN,35,,19,13,2,74,972,898,0.924,2.24,2,7.6,1979,,,,84,14.61,0,1,1,6,2002
29,Dominik Hasek,35,BUF,35,,15,11,6,76,937,861,0.919,2.21,3,7.2,2066,,,,85,13.58,0,1,1,12,1999
37,Pete Peeters,30,WSH,35,,14,12,5,88,866,778,0.898,2.79,2,5.9,1894,,,,85,16.06,0,1,1,10,1987
7,Brian Boucher,23,PHI,35,,20,10,3,65,790,725,0.918,1.91,4,6,2038,,,,86,10.53,0,1,1,4,1999
25,Marc-Andre Fleury,23,PIT,35,33,19,10,2,72,909,837,0.921,2.33,4,6.9,1857,22,0.667,7,87,10.58,0,1,1,0,2007
36,Philipp Grubauer,26,WSH,35,28,15,10,3,73,953,880,0.923,2.35,3,6.5,1865,19,0.679,3,87,10.64,0,1,1,0,2017
65,Steve Weeks,30,VAN,35,,11,19,5,102,953,851,0.893,2.98,0,6.1,2056,,,,89,12.93,0,0,0,4,1988
3,Craig Anderson,33,OTT,35,35,14,13,8,87,1134,1047,0.923,2.49,3,8,2093,17,0.486,2,90,9.79,0,0,0,4,2014
20,Glen Hanlon,25,TOT,35,,12,18,2,117,1046,929,0.888,3.82,0,5,1838,,,,90,13.3,0,0,0,2,1982
26,Kelly Hrudey,34,LAK,35,,14,13,5,99,1099,1000,0.91,3.14,0,7.1,1894,,,,91,10.26,0,0,0,0,1994
61,Chris Terreri,25,NJD,35,,15,12,3,110,1004,894,0.89,3.42,0,6.1,1931,,,,92,9.34,0,0,0,0,1989
8,Martin Biron,28,BUF,35,,21,8,3,93,980,887,0.905,2.88,1,6.3,1934,,,,96,3.76,0,1,1,10,2005
57,Bob Sauve,25,BUF,35,,16,10,9,111,926,815,0.88,3.18,2,7.3,2098,,,,97,3.68,0,1,1,0,1980
21,Devan Dubnyk,24,EDM,35,33,12,13,8,93,1103,1010,0.916,2.71,2,6.9,2061,18,0.545,6,97,3.09,0,0,0,2,2010
33,Blaine Lacher,24,BOS,35,,19,11,2,79,805,726,0.902,2.41,4,4.6,1965,,,,99,1.03,0,1,1,4,1994
64,Rick Wamsley,29,CGY,35,,17,11,4,95,796,701,0.881,2.96,2,4.4,1927,,,,99,0.99,0,1,1,8,1988
21,Mario Gosselin,21,QUE,35,,19,10,3,108,859,751,0.874,3.31,1,4.6,1957,,,,100,-0.33,0,0,0,2,1984
60,Garth Snow,27,PHI,35,,14,8,8,79,816,737,0.903,2.52,2,4.3,1884,,,,102,-1.26,0,1,1,30,1996
8,Martin Biron,29,TOT,35,,18,12,3,101,1042,941,0.903,3.03,0,6.1,2001,,,,102,-2.26,0,0,0,25,2006
75,Garth Snow,31,PIT,35,,14,15,4,101,1014,913,0.9,2.98,3,5.9,2032,,,,103,-2.91,0,0,0,8,2000
65,Mika Noronen,24,BUF,35,,11,17,2,77,821,744,0.906,2.57,2,4.6,1796,,,,105,-3.88,1,0,1,0,2003
28,Anton Forsberg,25,CHI,35,30,10,16,4,85,921,836,0.908,2.97,0,4.7,1715,14,0.467,7,105,-4.17,0,1,1,0,2017
30,Jean-Sebastien Giguere,32,TOT,35,32,10,15,7,96,1031,935,0.907,2.85,3,5.7,2023,14,0.438,4,105,-4.52,0,0,0,2,2009
25,Pierre Hamel,27,WIN,35,,9,19,3,130,1055,925,0.877,4.02,0,3.8,1939,,,,105,-6.03,0,2,2,10,1979
12,Peter Budaj,25,COL,35,30,16,10,4,82,849,767,0.903,2.57,0,4.7,1912,12,0.4,6,106,-4.87,0,1,1,2,2007
60,Peter Sidorkiewicz,28,HAR,35,,9,19,6,111,940,829,0.882,3.34,2,4.6,1995,,,,106,-5.87,0,1,1,2,1991
13,Sean Burke,39,TBL,35,,14,10,4,80,764,684,0.895,2.8,2,4.1,1713,,,,106,-4.57,0,1,1,10,2005
75,James Reimer,30,FLA,35,28,13,11,5,90,920,830,0.902,3.02,0,4.5,1791,10,0.357,5,107,-6.09,0,0,0,0,2018
29,Mathieu Garon,32,CBJ,35,27,12,9,6,83,858,775,0.903,2.81,2,4.4,1771,17,0.63,7,109,-6.87,0,0,0,2,2009
42,Darren Pang,24,CHI,35,,10,11,6,120,915,795,0.869,4.38,0,4.2,1644,,,,109,-9.65,0,3,3,4,1988
20,Dan Ellis,28,NSH,35,33,11,19,4,96,963,867,0.9,2.93,3,4.9,1965,16,0.485,8,109,-7.88,0,0,0,2,2008
76,James Reimer,26,TOR,35,27,9,16,1,93,1001,908,0.907,3.16,0,5.1,1767,13,0.481,7,109,-7.56,0,0,0,2,2014
80,Semyon Varlamov,24,COL,35,33,11,21,3,98,1007,909,0.903,3.02,3,5.1,1950,12,0.364,7,110,-9.31,0,1,1,0,2012
45,Mike Richter,28,NYR,35,,14,17,2,97,884,787,0.89,2.92,2,4,1993,,,,110,-9.11,0,0,0,2,1994
28,Pete LoPresti,20,MNS,35,,9,20,3,137,1125,988,0.878,4.19,1,3.2,1961,,,,111,-13.59,0,0,0,2,1974
19,Charlie Hodge,37,VAN,35,,15,13,5,112,1045,933,0.893,3.42,0,4.4,1965,,,,111,-10.89,0,0,0,0,1970
35,Arturs Irbe,29,DAL,35,,17,12,3,88,825,737,0.893,2.69,3,3.6,1965,,,,112,-9.4,0,2,2,8,1996
8,Sean Burke,24,NJD,35,,8,12,8,112,875,763,0.872,3.59,0,3.8,1870,,,,112,-12.27,0,0,0,18,1990
6,Roger Crozier,26,DET,35,,11,15,3,101,971,870,0.896,3.33,0,3.9,1818,,,,113,-11.91,0,0,0,0,1968
67,Ken Wregget,24,TOT,35,,10,21,2,152,1110,958,0.863,4.52,0,4.6,2018,,,,114,-18.14,0,3,3,20,1988
1,Hank Bassen,28,DET,35,,14,12,8,100,944,844,0.894,2.93,0,5.7,2046,,,,115,-13.06,0,1,1,6,1960
34,Mike Liut,33,HAR,35,,13,19,1,142,1027,885,0.862,4.25,1,4.1,2006,,,,115,-18.15,0,0,0,0,1988
62,Greg Stefan,21,DET,35,,6,16,9,139,944,805,0.853,4.53,0,3.4,1840,,,,118,-21.4,0,0,0,37,1982
62,Ron Tugnutt,22,QUE,35,,5,24,3,152,1080,928,0.859,4.61,0,4,1978,,,,118,-23.62,0,0,0,2,1989
72,Jonathan Quick,33,LAK,35,35,12,17,6,112,1034,922,0.892,3.3,2,3.9,2034,14,0.4,9,119,-17.69,0,2,2,6,2018
39,Dunc Wilson,22,VAN,35,,3,25,2,128,1072,944,0.881,4.3,0,1.6,1784,,,,123,-24.28,0,0,0,18,1970
3,Michel Belhumeur,25,WSH,35,,0,24,3,162,1165,1003,0.861,5.37,0,-0.1,1810,,,,127,-34.2,0,2,2,10,1974
39,Mike Liut,35,WSH,35,,13,16,3,114,786,672,0.855,3.73,0,2.3,1834,,,,127,-24.41,0,0,0,0,1990
44,Cristobal Huet,30,MTL,36,,18,11,4,77,1085,1008,0.929,2.2,7,9.7,2103,,,,72,30.12,0,0,0,0,2005
52,Robin Lehner,27,NYI,36,34,20,10,5,72,1043,971,0.931,2.07,4,8.3,2086,21,0.618,2,76,23.13,0,1,1,0,2018
42,Billy Smith,26,NYI,36,,21,8,6,87,1032,945,0.916,2.5,2,8.1,2086,,,,77,25.87,0,1,1,12,1976
70,Tuukka Rask,25,BOS,36,34,19,10,5,70,980,910,0.929,2,5,8,2104,25,0.735,4,81,16.32,0,1,1,0,2012
34,Roland Melanson,21,NYI,36,,22,7,6,114,1100,986,0.896,3.24,0,7.6,2112,,,,82,25.8,0,0,0,14,1981
74,Tuukka Rask,31,BOS,36,35,22,8,5,79,1013,934,0.922,2.29,3,7.1,2072,20,0.571,1,86,13.39,0,2,2,4,2018
47,Anton Khudobin,27,CAR,36,34,19,14,1,80,1076,996,0.926,2.3,1,8,2084,22,0.647,2,86,12.72,0,0,0,0,2013
77,Darcy Wakaluk,27,DAL,36,,18,9,6,88,978,890,0.91,2.64,3,6.6,2000,,,,86,14.62,0,2,2,34,1993
86,Cam Talbot,27,NYR,36,34,21,9,4,77,1038,961,0.926,2.21,5,7.6,2095,17,0.5,2,87,11.6,0,0,0,0,2014
21,Glen Hanlon,29,DET,36,,11,16,5,104,974,870,0.893,3.2,1,6.3,1953,,,,89,13.06,0,0,0,20,1986
42,Greg Millen,28,STL,36,,14,16,6,129,1135,1006,0.886,3.59,1,7,2154,,,,90,13.85,0,1,1,8,1985
33,Bernie Parent,33,PHI,36,,16,12,7,89,834,745,0.893,2.71,4,7.4,1971,,,,91,8.94,0,2,2,8,1978
13,Bob Essensa,25,WIN,36,,18,9,5,107,988,881,0.892,3.15,1,6.1,2035,,,,91,10.44,0,2,2,0,1989
37,Braden Holtby,23,WSH,36,35,23,12,1,90,1123,1033,0.92,2.58,4,8,2089,20,0.571,5,91,8.91,0,2,2,2,2012
33,Kelly Hrudey,35,LAK,36,,7,15,10,113,1214,1101,0.907,3.26,0,7.5,2077,,,,92,10.32,0,0,0,4,1995
4,Don Beaupre,21,MNS,36,,19,10,5,120,1046,926,0.885,3.58,0,6,2009,,,,92,10.3,0,2,2,10,1982
6,Allan Bester,22,TOR,36,,10,14,3,110,988,878,0.889,3.68,2,6.1,1796,,,,93,8.74,0,0,0,8,1986
40,Felix Potvin,23,TOR,36,,15,13,7,104,1120,1016,0.907,2.91,0,6.9,2144,,,,93,7.35,0,0,0,4,1994
10,Terry Sawchuk,35,TOR,36,,16,13,7,92,1082,990,0.915,2.56,1,7.0,2160,,,,93,6.98,0,2,2,24,1964
27,Brian Hayward,28,MTL,36,,20,13,3,101,894,793,0.887,2.9,1,5.3,2091,,,,94,6.81,0,0,0,10,1988
11,Gerry Desjardins,29,NYI,36,,9,17,6,101,1028,927,0.902,3.12,0,5.4,1939,,,,94,5.93,0,0,0,0,1973
77,David Rittich,26,CGY,36,33,22,5,5,84,966,882,0.913,2.56,1,5.8,1971,21,0.636,6,95,4.11,0,0,0,4,2018
49,Kari Lehtonen,29,DAL,36,35,15,14,3,88,1050,962,0.916,2.66,1,7,1986,21,0.6,5,95,4.48,0,2,2,0,2012
32,Jaroslav Halak,30,NYI,36,36,18,13,4,80,984,904,0.919,2.3,3,6.3,2091,21,0.583,6,95,3.78,0,1,1,0,2015
29,Ron Hextall,26,PHI,36,,13,16,5,106,982,876,0.892,3.12,0,5.9,2035,,,,95,5.93,0,1,1,10,1990
73,Ron Tugnutt,26,TOT,36,,12,18,2,100,1000,900,0.9,3.16,1,5.8,1898,,,,95,4.93,0,0,0,2,1993
41,Daren Puppa,29,TBL,36,,14,19,2,90,946,856,0.905,2.68,1,5.6,2013,,,,96,4.05,0,1,1,2,1994
35,Jeff Hackett,34,TOT,36,,15,17,2,98,1106,1008,0.911,2.78,1,7.1,2054,,,,97,2.83,0,0,0,2,2002
27,Doug Keans,29,BOS,36,,18,8,4,108,908,800,0.881,3.34,0,5,1942,,,,99,1.12,0,2,2,24,1986
34,Arturs Irbe,25,SJS,36,,7,26,0,142,1250,1108,0.886,4.11,1,6.8,2074,,,,99,1.86,0,0,0,10,1992
29,Curtis Joseph,27,STL,36,,20,10,1,89,904,815,0.902,2.79,1,5.1,1914,,,,99,0.88,0,1,1,0,1994
53,Robin Lehner,22,OTT,36,30,12,15,6,99,1141,1042,0.913,3.06,1,6.8,1942,19,0.633,5,101,-0.68,0,0,0,4,2013
76,Curtis Sanford,32,CBJ,36,32,10,18,4,86,971,885,0.911,2.6,1,5.7,1983,18,0.563,6,102,-2.05,0,0,0,0,2011
83,James Reimer,25,TOR,36,32,12,16,1,97,1094,997,0.911,3.26,1,6.3,1785,16,0.5,8,103,-2.73,0,0,0,2,2013
30,Michel Larocque,28,TOT,36,,19,12,5,122,957,835,0.873,3.52,1,6.3,2079,,,,103,-3.48,0,1,1,2,1980
13,Jacques Cloutier,29,BUF,36,,15,14,0,108,857,749,0.874,3.63,0,4.2,1786,,,,104,-4.65,0,2,2,6,1988
44,Chad Johnson,30,CGY,36,36,18,15,1,87,969,882,0.91,2.59,3,5.4,2013,18,0.5,7,104,-3.14,0,0,0,0,2016
66,Rick Wamsley,30,CGY,36,,18,8,6,107,855,748,0.875,3.26,2,4.2,1969,,,,105,-5.37,0,0,0,4,1989
9,Richard Brodeur,31,VAN,36,,10,21,5,141,1061,920,0.867,4.03,1,5.2,2099,,,,105,-6.48,0,2,2,0,1983
31,Phil Myre,25,ATF,36,,11,16,6,112,1012,900,0.889,3.33,0,5,2018,,,,106,-6.74,0,0,0,4,1973
68,Darcy Wakaluk,25,MNS,36,,13,19,1,104,874,770,0.881,3.28,1,4.2,1905,,,,106,-6.25,0,0,0,20,1991
31,Peter McDuffe,26,KCS,36,,7,25,4,148,1262,1114,0.883,4.23,0,3.3,2098,,,,107,-9.56,0,1,1,0,1974
34,Rogie Vachon,23,MTL,36,,22,9,3,98,1001,903,0.902,2.87,2,5.9,2049,,,,107,-6.16,0,0,0,2,1968
43,Gary Smith,32,MNS,36,,10,17,8,139,1171,1032,0.881,4,1,3.6,2086,,,,109,-10.93,0,0,0,12,1976
40,Corrado Micalef,23,DET,36,,5,19,7,136,984,848,0.862,4.42,0,4.4,1847,,,,110,-12.66,0,3,3,6,1984
36,Pelle Lindbergh,24,PHI,36,,16,13,3,135,963,828,0.86,4.07,1,4.2,1990,,,,111,-12.91,0,1,1,6,1983
50,Glenn Resch,37,TOT,36,,11,22,0,136,967,831,0.859,4.19,0,4.1,1948,,,,112,-14.3,0,0,0,14,1985
36,Milan Hnilicka,27,ATL,36,,12,19,2,105,951,846,0.89,3.41,2,4.4,1879,,,,114,-13,0,0,0,4,2000
78,Steve Shields,30,BOS,36,,12,13,9,97,930,833,0.896,2.76,0,4.3,2112,,,,114,-12.22,0,0,0,8,2002
27,Mathieu Garon,33,CBJ,36,29,10,14,6,88,887,799,0.901,2.72,3,4,1938,10,0.345,5,114,-10.73,0,1,1,2,2010
5,Andy Brown,29,PIT,36,,13,16,4,115,969,854,0.881,3.54,1,4.3,1951,,,,114,-14.21,0,0,0,60,1973
2,Jean-Sebastien Aubin,23,PIT,36,,20,14,1,107,973,866,0.89,3.33,0,4.6,2050,,,,114,-12.87,0,1,1,4,2000
34,Johan Hedberg,34,ATL,36,32,14,15,3,111,1026,915,0.892,3.46,1,4.3,1927,12,0.375,8,119,-17.8,0,1,1,16,2007
8,Ed Giacomin,26,NYR,36,,8,20,6,125,1093,968,0.886,3.69,0,3.5,2033,,,,119,-20.33,0,0,0,10,1965
25,Terry Sawchuk,38,LAK,36,,10,17,5,99,912,813,0.891,3.07,2,4.2,1934,,,,120,-16.49,0,0,0,0,1967
47,Chad Johnson,31,BUF,36,29,10,16,3,105,962,857,0.891,3.55,0,3.1,1774,12,0.414,6,124,-20.57,0,0,0,0,2017
25,Jeff Hackett,24,SJS,36,,2,30,1,176,1220,1044,0.856,5.28,0,3.6,2000,,,,125,-35.59,0,1,1,4,1992
56,Bill Ranford,32,TOT,36,,6,18,4,110,956,846,0.885,3.64,1,3.2,1812,,,,125,-21.85,0,0,0,2,1998
59,Al Smith,35,CLR,36,,9,18,4,151,913,762,0.835,4.76,0,2.9,1902,,,,134,-37.93,0,2,2,51,1980
27,Jacques Plante,40,STL,37,,18,12,6,70,1174,1104,0.940,1.96,5,9.2,2138,,,,65,37.71,0,0,0,2,1968
12,Doug Favell,22,PHI,37,,16,15,6,83,1204,1121,0.931,2.27,4,7.8,2191,,,,76,25.92,0,0,0,37,1967
42,Roland Melanson,23,NYI,37,,20,11,2,110,1128,1018,0.902,3.27,0,8.4,2018,,,,77,33.01,0,2,2,10,1983
14,Gump Worsley,28,NYR,37,,21,10,6,86,1180,1094,0.927,2.32,4,7.8,2220,,,,80,21.82,0,0,0,0,1957
36,Mike Liut,34,TOT,37,,19,16,1,91,962,871,0.905,2.53,4,7,2161,,,,80,23.35,0,0,0,0,1989
7,Ben Bishop,32,DAL,37,36,20,14,2,81,1102,1021,0.926,2.25,3,8.2,2159,23,0.639,1,81,19.51,0,1,1,2,2018
66,Steve Shields,26,SJS,37,,15,11,8,80,1011,931,0.921,2.22,4,7.3,2162,,,,86,13.22,0,1,1,6,1998
62,John Vanbiesbrouck,31,FLA,37,,14,15,4,86,1000,914,0.914,2.47,4,6.8,2087,,,,87,13.42,0,1,1,6,1994
11,Dave Dryden,31,BUF,37,,14,13,7,89,966,877,0.908,2.65,3,7.2,2015,,,,89,11.51,0,0,0,0,1972
22,Brian Hayward,26,MTL,37,,19,13,4,102,957,855,0.893,2.82,1,6.2,2172,,,,89,13.01,0,2,2,2,1986
38,Gilles Villemure,31,NYR,37,,24,7,4,74,845,771,0.912,2.09,3,8.9,2127,,,,90,8.3,0,2,2,6,1971
76,James Reimer,22,TOR,37,35,20,10,5,90,1134,1044,0.921,2.6,3,7.8,2080,21,0.6,4,91,8.79,0,1,1,2,2010
45,Daren Puppa,23,BUF,37,,17,10,6,107,961,854,0.889,3.37,1,5.8,1908,,,,92,8.89,0,4,4,12,1988
86,Tomas Vokoun,24,NSH,37,,13,17,5,85,940,855,0.91,2.51,2,6.4,2088,,,,93,5.93,0,0,0,2,2000
78,Ken Wregget,31,PIT,37,,20,13,2,115,1205,1090,0.905,3.24,3,7.2,2132,,,,94,7.4,0,2,2,8,1995
6,Daniel Berthiaume,25,LAK,37,,20,11,4,117,1086,969,0.892,3.31,1,6.5,2119,,,,95,6.78,0,0,0,10,1990
41,Clint Malarchuk,29,BUF,37,,12,14,10,119,1090,971,0.891,3.35,1,6.4,2131,,,,96,5.24,0,4,4,19,1990
31,Manny Fernandez,29,MIN,37,,11,14,9,90,1056,966,0.915,2.49,2,6.9,2166,,,,96,4.04,0,0,0,2,2003
38,Pete Peeters,29,WSH,37,,17,11,4,107,928,821,0.885,3.22,0,5.4,1994,,,,96,4.53,0,4,4,16,1986
56,Billy Smith,34,NYI,37,,18,14,3,133,1099,966,0.879,3.83,0,6.3,2086,,,,97,4.75,0,0,0,25,1984
6,Tim Bernhardt,27,TOR,37,,13,19,4,136,1118,982,0.878,3.75,0,6.3,2175,,,,97,4.13,0,2,2,4,1984
11,Charlie Hodge,33,MTL,37,,14,15,7,88,965,877,0.909,2.57,3,7.0,2055,,,,98,1.84,0,0,0,2,1966
5,Jonathan Bernier,29,COL,37,34,19,13,3,95,1092,997,0.913,2.85,2,6.2,2001,18,0.529,5,99,0.84,0,1,1,0,2017
21,Stephane Fiset,25,COL,37,,22,6,7,103,1012,909,0.898,2.93,1,5.4,2107,,,,100,-0.2,0,1,1,2,1995
57,Kari Lehtonen,34,DAL,37,30,15,14,3,83,946,863,0.912,2.56,1,5.3,1944,19,0.633,7,100,0.03,0,0,0,4,2017
81,Tomas Vokoun,22,NSH,37,,12,18,4,96,1041,945,0.908,2.95,1,6.1,1954,,,,100,-0.01,0,1,1,6,1998
87,Vesa Toskala,28,SJS,37,,23,7,4,87,878,791,0.901,2.59,2,5.3,2039,,,,100,-0.31,0,1,1,4,2005
19,Stephane Fiset,22,QUE,37,,18,9,4,110,945,835,0.884,3.4,0,4.9,1939,,,,101,-1.24,0,2,2,2,1992
