Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Season
32,Jim Rutherford,21,DET,29,,7,15,3,94,761,667,0.876,3.77,1,2.5,1495,,,,128,-20.37,0,0,0,0,1970
31,Ernie Wakely,29,STL,30,,12,9,4,58,823,765,0.930,2.11,4,6.6,1650,,,,80,14.45,0,0,0,0,1969
74,Cory Schneider,26,VAN,30,30,17,9,4,61,835,774,0.927,2.11,5,6.6,1733,21,0.7,4,83,12.54,0,1,1,0,2012
15,Corey Crawford,28,CHI,30,28,19,5,5,57,769,712,0.926,1.94,3,6,1761,19,0.679,1,84,10.73,0,0,0,4,2012
74,Jose Theodore,23,MTL,30,,12,13,2,58,717,659,0.919,2.1,5,5.5,1655,,,,85,10.55,0,0,0,0,1999
37,Gump Worsley,39,MTL,30,,19,5,4,64,802,738,0.920,2.26,5,6.6,1702,,,,87,9.58,0,0,0,0,1968
17,Mark Fitzpatrick,23,NYI,30,,11,13,5,93,949,856,0.902,3.2,0,6.2,1743,,,,88,13.14,0,2,2,8,1991
35,Curtis Joseph,23,STL,30,,16,10,2,89,874,785,0.898,3.12,0,5.7,1710,,,,89,10.62,0,1,1,0,1990
22,Mark Fitzpatrick,28,FLA,30,,8,9,9,66,771,705,0.914,2.36,0,4.9,1680,,,,90,7.46,0,1,1,13,1996
77,Antti Raanta,27,NYR,30,26,16,8,2,61,782,721,0.922,2.26,4,5.4,1617,18,0.692,1,90,6.67,0,1,1,0,2016
3,Denis DeJordy,26,CBH,30,,15,12,3,74,892,818,0.917,2.53,3,5.8,1758,,,,91,7.60,0,1,1,0,1964
5,Charlie Hodge,27,MTL,30,,18,8,4,74,876,802,0.916,2.47,4,6.3,1798,,,,92,6.67,0,0,0,0,1960
23,Michel Larocque,25,MTL,30,,22,3,4,77,736,659,0.895,2.67,1,6.2,1728,,,,94,4.8,0,4,4,0,1977
19,Mario Gosselin,23,QUE,30,,13,11,1,86,755,669,0.886,3.19,0,4.5,1620,,,,95,4.74,0,3,3,20,1986
21,Seth Martin,34,STL,30,,9,10,7,67,780,713,0.914,2.60,1,4.7,1549,,,,95,3.56,0,1,1,0,1967
13,Doug Favell,31,CLR,30,,8,15,4,105,999,894,0.895,3.91,0,3,1610,,,,96,4.26,0,0,0,15,1976
8,Dan Bouchard,34,QUE,30,,12,14,4,103,854,751,0.879,3.45,0,4.9,1792,,,,96,4.04,0,1,1,2,1984
25,Eddie Johnston,39,STL,30,,12,13,5,93,884,791,0.895,3.1,2,5.6,1797,,,,96,3.98,0,0,0,0,1974
4,Allan Bester,23,TOR,30,,8,12,5,102,879,777,0.884,3.81,2,5,1607,,,,97,3.63,0,3,3,6,1987
23,Ken Lockett,28,VAN,30,,7,8,7,83,769,686,0.892,3.48,0,3.7,1433,,,,98,1.67,0,0,0,6,1975
26,Phil Myre,22,MTL,30,,13,11,4,87,911,824,0.905,3.12,1,4.5,1675,,,,99,1.14,0,1,1,17,1970
66,Mikhail Shtalenkov,34,TOT,30,,15,10,4,70,739,669,0.905,2.35,2,4.6,1786,,,,99,0.65,0,3,3,4,1999
24,Doug Keans,30,BOS,30,,16,11,0,90,751,661,0.88,3.26,1,4.1,1658,,,,100,0.24,0,2,2,2,1987
86,Linus Ullmark,25,BUF,30,27,14,9,4,87,956,869,0.909,3.06,2,5.4,1705,15,0.556,5,100,0.2,0,1,1,0,2018
14,Scott Clemmensen,34,FLA,30,25,14,6,6,67,773,706,0.913,2.57,1,4.7,1566,16,0.64,5,100,-0.16,0,1,1,0,2011
67,Ken Wregget,21,TOR,30,,9,13,4,113,898,785,0.874,4.34,0,4.7,1563,,,,100,0.02,0,0,0,16,1985
42,Carter Hutton,31,STL,30,21,13,8,2,58,663,605,0.913,2.39,4,3.8,1459,11,0.524,3,101,-0.62,0,1,1,4,2016
70,Steve Weeks,33,TOT,30,,10,7,2,79,702,623,0.887,3.69,0,3.7,1284,,,,101,-0.49,0,1,1,2,1991
27,Robert Esche,25,PHI,30,,12,9,3,60,647,587,0.907,2.2,2,3.8,1638,,,,102,-1.02,0,0,0,6,2002
10,Dave Dryden,27,CBH,30,,12,11,2,79,834,755,0.905,3.21,3,3.4,1475,,,,103,-2.48,0,1,1,0,1968
62,Mikhail Shtalenkov,30,MDA,30,,7,16,3,85,814,729,0.896,3.12,0,4.2,1637,,,,103,-2.31,0,2,2,2,1995
39,Jamie McLennan,26,STL,30,,16,8,2,60,618,558,0.903,2.17,2,3.4,1658,,,,104,-2.06,0,0,0,4,1997
1,Hardy Astrom,29,CLR,30,,6,15,6,103,787,684,0.869,3.77,0,4.5,1639,,,,106,-5.53,0,1,1,2,1980
58,Al Smith,34,HAR,30,,11,10,8,107,862,755,0.876,3.67,2,4.3,1748,,,,106,-5.71,0,1,1,10,1979
17,Bob Essensa,35,PHX,30,,13,10,3,73,719,646,0.898,2.78,1,3.9,1573,,,,106,-4.26,0,0,0,0,1999
20,Bob Froese,30,NYR,30,,9,14,4,102,791,689,0.871,3.78,1,3.7,1621,,,,107,-6.61,0,1,1,6,1988
60,Jamie McLennan,32,TOT,30,,13,12,3,65,684,619,0.905,2.31,4,3.7,1690,,,,107,-4.08,0,1,1,4,2003
63,Mike Vernon,31,DET,30,,19,6,4,76,710,634,0.893,2.52,1,3.4,1807,,,,108,-5.41,0,0,0,8,1994
24,Jeff Hackett,22,NYI,30,,5,18,1,91,741,650,0.877,3.62,0,3.5,1508,,,,108,-6.54,0,0,0,4,1990
32,Jim Hrivnak,24,TOT,30,,15,10,2,96,773,677,0.876,3.6,0,3.5,1601,,,,108,-7.04,0,3,3,0,1992
29,Doug Keans,28,BOS,30,,14,13,3,107,783,676,0.863,3.66,0,3.5,1754,,,,109,-8.46,0,1,1,12,1985
47,Kirk McLean,32,FLA,30,,9,10,4,73,727,654,0.9,2.75,2,3.6,1597,,,,109,-5.96,0,0,0,2,1998
39,Ernie Wakely,31,STL,30,,8,18,2,91,856,765,0.894,3.4,1,3.4,1605,,,,109,-7.62,0,1,1,2,1971
7,Jacques Caron,32,STL,30,,8,14,5,92,809,717,0.886,3.54,1,3.6,1558,,,,109,-7.83,0,0,0,0,1972
39,Michael Hutchinson,25,WPG,30,25,9,15,3,75,805,730,0.907,2.84,0,4,1586,9,0.36,3,109,-6.46,0,0,0,0,2015
27,Paul Harrison,24,TOR,30,,9,17,2,110,852,742,0.871,4.45,0,2.1,1485,,,,110,-9.89,0,1,1,4,1979
17,Glen Hanlon,24,TOT,30,,8,15,5,114,809,695,0.859,4.07,1,4.4,1680,,,,111,-11.18,0,0,0,22,1981
38,Larry Lozinski,22,DET,30,,6,11,7,104,734,630,0.858,4.29,0,3,1454,,,,114,-13.1,0,1,1,0,1980
74,Corey Schwab,31,TOR,30,,12,10,5,75,707,632,0.894,2.73,1,3.2,1646,,,,115,-9.78,0,0,0,2,2001
16,Tim Cheveldae,27,WIN,30,,8,18,3,111,948,837,0.883,3.93,0,3.8,1695,,,,115,-14.7,0,0,0,0,1995
58,Jeff Reese,24,TOR,30,,6,13,3,92,695,603,0.868,3.86,1,2.8,1430,,,,116,-12.78,0,1,1,0,1990
76,Ken Wregget,26,PHI,30,,10,14,3,88,660,572,0.867,3.56,0,2.6,1484,,,,117,-12.77,0,0,0,6,1990
13,Michel Dion,29,PIT,30,,2,19,4,138,933,795,0.852,5.34,0,3.6,1551,,,,117,-19.71,0,1,1,2,1983
1,Jim Bedard,22,WSH,30,,6,17,6,126,918,792,0.863,4.36,0,2.6,1735,,,,117,-18.2,0,0,0,6,1978
41,Brent Johnson,29,WSH,30,,6,15,7,99,894,795,0.889,3.62,0,3.9,1644,,,,117,-14.29,0,1,1,4,2006
96,Cam Ward,29,CAR,30,28,10,12,6,84,824,740,0.898,3.06,0,3.4,1645,11,0.393,6,118,-13,0,1,1,2,2013
12,Tim Cheveldae,26,WIN,30,,8,16,3,97,818,721,0.881,3.7,0,3,1571,,,,119,-15.67,0,1,1,2,1994
72,Andrew Raycroft,25,BOS,30,,8,19,2,100,824,724,0.879,3.72,0,3,1619,,,,123,-18.64,0,0,0,0,2005
47,Frank Pietrangelo,28,HAR,30,,4,15,1,111,783,672,0.858,4.85,0,2.5,1373,,,,123,-20.89,0,0,0,4,1992
11,Gary Edwards,30,CLE,30,,6,18,5,128,895,767,0.857,4.53,0,1.5,1697,,,,129,-28.52,0,1,1,4,1977
12,Fred Brathwaite,30,STL,30,,12,9,4,74,631,557,0.883,2.75,2,2,1615,,,,129,-16.48,0,0,0,0,2002
1,Craig Anderson,27,FLA,31,27,15,7,5,74,977,903,0.924,2.71,3,7.6,1636,16,0.593,6,83,15.4,0,1,1,2,2008
46,Anton Khudobin,32,DAL,31,29,13,13,3,72,929,857,0.922,2.59,2,6.5,1669,17,0.586,2,85,12.73,0,0,0,2,2018
37,Andy Moog,34,DAL,31,,10,12,7,72,846,774,0.915,2.44,2,5.9,1770,,,,86,12.11,0,1,1,14,1994
83,Marty Turco,26,DAL,31,,15,6,2,53,670,617,0.921,2.09,2,5.1,1519,,,,86,8.81,0,0,0,10,2001
17,Glen Hanlon,21,VAN,31,,12,13,5,94,921,827,0.898,3.1,3,5.9,1819,,,,87,14.15,0,1,1,28,1978
20,Brian Elliott,28,STL,31,25,18,6,2,53,681,628,0.922,1.96,4,4.8,1624,15,0.6,2,90,5.68,0,2,2,0,2013
11,Ilya Bryzgalov,25,MDA,31,,13,12,1,66,733,667,0.91,2.49,1,5.1,1575,,,,91,6.37,0,2,2,4,2005
4,Don Beaupre,23,MNS,31,,10,17,3,109,941,832,0.884,3.7,1,5.7,1766,,,,92,8.95,0,0,0,4,1984
7,Martin Brodeur,36,NJD,31,30,19,9,3,73,870,797,0.916,2.42,5,5.9,1814,20,0.667,5,92,6.61,0,0,0,4,2008
46,Joonas Korpisalo,21,CBJ,31,30,16,11,4,78,969,891,0.92,2.6,0,6.3,1803,16,0.533,1,95,4.5,0,0,0,2,2015
16,Bob Froese,28,TOT,31,,17,11,0,100,872,772,0.885,3.64,0,5.1,1649,,,,95,4.8,0,2,2,56,1986
70,Kay Whitmore,25,VAN,31,,18,8,4,94,858,764,0.89,3.1,1,4.9,1817,,,,95,4.74,0,3,3,2,1992
40,Brent Johnson,23,STL,31,,19,9,2,63,676,613,0.907,2.17,4,4.4,1744,,,,96,2.39,0,0,0,2,2000
5,Daniel Berthiaume,21,WIN,31,,18,7,3,93,809,716,0.885,3.18,1,4.7,1755,,,,96,4.23,0,0,0,2,1986
50,Roberto Romano,22,PIT,31,,9,17,2,120,989,869,0.879,4.45,1,5.6,1619,,,,97,3.96,0,0,0,2,1984
59,Robb Stauber,25,LAK,31,,15,8,4,111,987,876,0.888,3.84,0,5.4,1735,,,,98,2.59,0,2,2,4,1992
14,Yann Danis,27,NYI,31,29,10,17,3,84,933,849,0.91,2.86,2,5.7,1760,18,0.621,7,98,1.38,0,0,0,0,2008
49,Anton Khudobin,31,BOS,31,29,16,6,7,76,876,800,0.913,2.56,1,5,1781,16,0.552,4,99,0.89,0,2,2,2,2017
2,Ed Chadwick,25,TOR,31,,12,15,4,92,964,872,0.905,2.97,3,4.8,1860,,,,101,-0.7,0,0,0,0,1958
14,Scott Clemmensen,33,FLA,31,25,8,11,7,74,833,759,0.911,2.62,1,4.8,1696,10,0.4,4,102,-1.43,0,1,1,2,2010
24,Dan Ellis,29,NSH,31,28,15,13,1,77,848,771,0.909,2.69,1,4.9,1715,14,0.5,5,102,-1.76,0,1,1,4,2009
44,Curtis Joseph,36,DET,31,,16,10,3,68,744,676,0.909,2.39,2,4.3,1708,,,,103,-1.74,0,0,0,2,2003
62,Petr Mrazek,26,CAR,31,31,16,12,3,80,830,750,0.904,2.6,3,4.2,1845,15,0.484,4,106,-4.3,0,0,0,4,2018
1,Yves Belanger,23,STL,31,,11,17,1,113,971,858,0.884,3.86,0,3.6,1758,,,,106,-6.08,0,2,2,4,1975
22,Louis Domingue,24,ARI,31,26,11,15,1,82,888,806,0.908,3.08,0,4.6,1599,12,0.462,4,107,-5.15,0,0,0,0,2016
24,Doug Keans,24,LAK,31,,8,10,7,103,760,657,0.864,4.32,0,3.3,1431,,,,107,-6.41,0,0,0,0,1981
19,Brian Elliott,23,OTT,31,30,16,8,3,77,786,709,0.902,2.77,1,4.1,1667,15,0.5,7,107,-5.07,0,0,0,0,2008
37,Trevor Kidd,21,CGY,31,,13,7,6,85,752,667,0.887,3.16,0,3.5,1614,,,,108,-6.09,0,4,4,4,1993
53,Dwayne Roloson,27,CGY,31,,9,14,3,78,760,682,0.897,2.89,1,3.6,1618,,,,108,-5.59,0,0,0,2,1996
57,Corey Schwab,26,TBL,31,,11,12,1,74,719,645,0.897,3.04,2,3.4,1462,,,,108,-5.5,0,1,1,10,1996
39,Markus Mattsson,23,WIN,31,,3,21,4,128,957,829,0.866,4.52,1,3.1,1699,,,,108,-9.48,0,1,1,2,1980
8,Dan Blackburn,18,NYR,31,,12,16,0,95,935,840,0.898,3.32,0,4.8,1737,,,,110,-8.75,0,0,0,10,2001
45,Darcy Kuemper,24,MIN,31,28,14,12,2,68,718,650,0.905,2.6,3,3.5,1569,15,0.536,7,111,-6.72,0,0,0,0,2014
25,Ron Hextall,30,PHI,31,,17,9,4,88,801,713,0.89,2.9,1,3.6,1824,,,,111,-8.36,0,0,0,13,1994
72,Wendell Young,29,TBL,31,,7,19,2,97,758,661,0.872,3.66,0,3.2,1591,,,,111,-9.76,0,2,2,2,1992
14,Mike Condon,27,OTT,31,26,5,17,5,88,898,810,0.902,3.25,0,4,1626,13,0.5,6,112,-9.18,0,2,2,0,2017
20,Mario Gosselin,22,QUE,31,,14,14,1,111,783,672,0.858,3.88,2,3.2,1718,,,,113,-12.46,0,3,3,2,1985
87,Ron Tugnutt,35,DAL,31,,15,10,5,70,672,602,0.896,2.47,4,3.1,1701,,,,114,-8.74,0,0,0,0,2002
46,Wayne Thomas,31,NYR,31,,15,10,3,101,752,651,0.866,3.64,1,4.1,1666,,,,114,-12.69,0,0,0,0,1978
56,Jim Rutherford,31,TOT,31,,9,16,4,134,932,798,0.856,4.62,0,2.9,1738,,,,116,-18.57,0,2,2,2,1980
44,Jason Muzzatti,26,HAR,31,,9,13,5,91,815,724,0.888,3.43,0,3.1,1591,,,,117,-13.35,0,1,1,18,1996
70,Andrew Raycroft,28,COL,31,27,12,16,0,90,836,746,0.892,3.14,0,3.5,1722,12,0.444,4,118,-13.5,0,0,0,2,2008
69,Curtis Sanford,27,STL,31,,8,12,5,79,707,628,0.888,3.19,0,3,1492,,,,118,-12.01,0,0,0,0,2006
1,Les Binkley,37,PIT,31,,7,15,5,98,836,738,0.883,3.53,0,3.2,1667,,,,120,-16.57,0,0,0,2,1971
52,Patrick Lalime,31,STL,31,,4,18,8,103,868,765,0.881,3.64,0,3.4,1699,,,,120,-17.3,0,0,0,0,2005
22,Ray Emery,25,OTT,31,26,12,13,4,88,800,712,0.89,3.13,0,3.2,1689,11,0.423,5,121,-15.33,0,0,0,6,2007
73,Mikael Tellqvist,27,TOT,31,,11,12,3,92,799,707,0.885,3.34,2,3.1,1650,,,,122,-16.29,0,1,1,0,2006
59,Al Montoya,26,NYI,31,26,9,11,5,89,832,743,0.893,3.11,0,3,1720,13,0.5,8,124,-17.06,0,0,0,2,2011
23,Ray Emery,32,PHI,31,25,10,11,7,80,758,678,0.894,3.06,0,2.7,1570,13,0.52,6,124,-15.3,0,0,0,4,2014
7,Reto Berra,27,TOT,31,29,9,18,3,88,820,732,0.893,3.07,0,2.9,1720,14,0.483,7,125,-17.34,0,0,0,2,2013
23,Denis Herron,30,PIT,31,,5,18,5,151,930,779,0.838,5.31,1,1.5,1705,,,,130,-35.15,0,1,1,14,1982
32,Thomas Greiss,33,NYI,32,30,17,10,2,66,913,847,0.928,2.25,4,6.9,1757,20,0.667,5,79,17.27,0,1,1,2,2018
45,Carter Hutton,32,STL,32,26,17,7,3,56,810,754,0.931,2.09,3,6.2,1610,19,0.731,2,79,15.09,0,0,0,2,2017
34,Jaroslav Halak,33,BOS,32,30,17,9,4,71,940,869,0.924,2.29,4,6.8,1859,17,0.567,3,83,14.74,0,3,3,0,2018
56,Bob Sauve,24,BUF,32,,20,8,4,74,751,677,0.901,2.36,4,7.9,1878,,,,84,14.24,0,4,4,2,1979
10,Glenn Hall,35,CBH,32,,19,5,5,66,843,777,0.922,2.38,2,6.1,1665,,,,84,12.48,0,0,0,10,1966
57,Kari Takko,26,MNS,32,,8,15,4,93,922,829,0.899,3.48,0,6.3,1603,,,,84,18.19,0,0,0,6,1988
18,Glenn Hall,39,STL,32,,13,11,8,71,867,796,0.918,2.42,2,6.6,1760,,,,85,12.89,0,1,1,0,1970
20,Scott Darling,28,CHI,32,27,18,5,5,67,877,810,0.924,2.38,2,6.2,1689,17,0.63,1,88,8.9,0,0,0,0,2016
19,Doug Favell,28,TOR,32,,14,7,9,79,868,789,0.909,2.71,0,6,1749,,,,88,11.28,0,0,0,20,1973
63,Michal Neuvirth,27,PHI,32,29,18,8,4,69,908,839,0.924,2.27,3,6.4,1825,17,0.586,3,89,8.31,0,1,1,2,2015
49,Daren Puppa,27,TOT,32,,17,7,4,96,938,842,0.898,3.23,2,5.9,1785,,,,89,11.95,0,1,1,0,1992
16,Stephane Fiset,24,QUE,32,,17,10,3,87,968,881,0.91,2.78,2,6.3,1879,,,,90,9.24,0,3,3,2,1994
34,Martin Gerber,29,MDA,32,,11,12,4,64,785,721,0.918,2.26,2,5.5,1698,,,,92,5.91,0,0,0,4,2003
6,Allan Bester,19,TOR,32,,11,16,4,134,1143,1009,0.883,4.36,0,6.9,1843,,,,92,10.91,0,0,0,6,1983
24,Jacques Plante,41,STL,32,,18,9,5,67,817,750,0.918,2.19,5,7.1,1838,,,,93,4.92,0,2,2,0,1969
28,Jean-Sebastien Giguere,34,COL,32,30,15,11,3,69,850,781,0.919,2.28,2,5.7,1820,19,0.633,4,94,4.49,0,0,0,2,2011
73,Mike Vernon,32,DET,32,,21,7,2,70,723,653,0.903,2.26,3,4.2,1855,,,,95,3.44,0,0,0,2,1995
61,Antero Niittymaki,28,PHI,32,29,15,8,6,83,947,864,0.912,2.76,1,6.1,1805,14,0.483,6,96,3.66,0,1,1,2,2008
82,Jose Theodore,34,MIN,32,29,15,11,3,81,963,882,0.916,2.71,1,6.1,1793,16,0.552,2,97,2.89,0,0,0,2,2010
39,Gilles Meloche,34,MNS,32,,10,13,6,115,949,834,0.879,3.8,0,5.4,1815,,,,97,3.95,0,0,0,2,1984
80,Mike Smith,33,ARI,32,32,15,13,2,77,921,844,0.916,2.64,3,5.6,1753,16,0.5,7,98,1.42,0,1,1,2,2015
30,Mathieu Garon,29,LAK,32,,13,10,6,79,849,770,0.907,2.66,2,5.3,1779,,,,98,1.45,0,1,1,6,2006
39,Jim Rutherford,29,DET,32,,13,14,5,103,885,782,0.884,3.27,1,5.6,1890,,,,99,0.93,0,2,2,4,1978
58,Curtis McElhinney,31,CBJ,32,28,12,14,2,82,949,867,0.914,2.88,0,5.6,1710,12,0.429,2,101,-1,0,0,0,0,2014
64,Michal Neuvirth,26,TOT,32,32,7,20,4,92,1067,975,0.914,2.98,0,6.3,1850,16,0.5,4,101,-0.93,0,0,0,0,2014
26,Ron Low,27,DET,32,,9,12,9,102,897,795,0.886,3.37,1,4.7,1813,,,,102,-2.3,0,1,1,0,1977
4,Alex Auld,27,TOT,32,28,12,13,5,77,827,750,0.907,2.68,3,4.9,1722,12,0.429,6,102,-1.87,0,0,0,0,2007
69,Garth Snow,30,VAN,32,,10,15,3,76,775,699,0.902,2.68,0,4.5,1712,,,,103,-1.9,0,2,2,8,1999
69,Chris Osgood,33,DET,32,,20,6,5,85,828,743,0.897,2.76,2,4.7,1846,,,,104,-3.25,0,0,0,8,2005
1,David Aebischer,28,MTL,32,,13,12,3,93,929,836,0.9,3.17,0,5.1,1760,,,,106,-4.97,0,0,0,2,2006
91,Kevin Weekes,30,NYR,32,,14,14,3,91,867,776,0.895,2.86,0,4.7,1850,,,,106,-5.4,0,1,1,4,2005
12,Ilya Bryzgalov,33,TOT,32,30,12,9,8,81,891,810,0.909,2.68,4,4.9,1814,16,0.533,4,106,-4.23,0,0,0,0,2013
69,Rick Tabaracci,25,WSH,32,,13,14,2,91,817,726,0.889,3.08,2,3.9,1770,,,,106,-5.27,0,0,0,6,1993
17,Grant Fuhr,20,EDM,32,,13,12,5,129,971,842,0.867,4.3,0,3.8,1799,,,,107,-8.04,0,0,0,6,1982
49,Vincent Riendeau,22,STL,32,,11,15,5,108,836,728,0.871,3.52,0,3.9,1842,,,,107,-7.18,0,1,1,4,1988
7,Denis DeJordy,31,TOT,32,,8,16,5,87,911,824,0.905,3.07,0,4.2,1702,,,,108,-6.81,0,0,0,0,1969
8,Dan Bouchard,35,WIN,32,,11,14,2,107,789,682,0.864,3.8,2,3.6,1690,,,,108,-7.7,0,1,1,38,1985
14,Marc Denis,23,CBJ,32,,6,20,4,99,940,841,0.895,3.25,0,4.9,1830,,,,109,-8.07,0,0,0,2,2000
23,Grant Fuhr,31,BUF,32,,13,12,3,106,907,801,0.883,3.69,2,3.9,1726,,,,111,-10.83,0,4,4,16,1993
47,Patrick Lalime,33,CHI,32,30,16,12,2,86,835,749,0.897,2.82,1,4,1828,14,0.467,5,113,-10.15,0,0,0,8,2007
46,Norm Maracle,25,ATL,32,,4,19,2,94,852,758,0.89,3.49,1,3.8,1618,,,,115,-12.54,0,0,0,0,1999
85,Cam Talbot,31,TOT,32,30,11,15,3,98,921,823,0.894,3.35,1,3.7,1755,9,0.3,9,117,-14,0,1,1,0,2018
16,Darren Eliot,23,LAK,32,,11,11,6,134,907,773,0.852,4.42,0,3.4,1820,,,,118,-20.32,0,0,0,0,1984
10,Dan Blackburn,19,NYR,32,,8,16,4,93,842,749,0.89,3.17,1,3.3,1762,,,,121,-16.24,0,0,0,2,2002
72,Ken Wregget,27,TOT,32,,14,11,3,106,759,653,0.86,3.72,0,2.3,1707,,,,125,-21.11,0,2,2,2,1991
43,Darrin Madeley,25,OTT,32,,3,18,5,115,868,753,0.868,4.36,0,2.6,1583,,,,126,-23.92,0,0,0,0,1993
78,Kay Whitmore,26,VAN,32,,18,14,0,113,848,735,0.867,3.53,0,2.5,1921,,,,127,-24.02,0,0,0,6,1993
77,Vesa Toskala,32,TOT,32,26,9,12,3,93,773,680,0.88,3.48,1,1.8,1605,9,0.346,8,136,-24.41,0,0,0,4,2009
77,Cory Schneider,25,VAN,33,28,20,8,1,60,945,885,0.937,1.96,3,8.4,1833,20,0.714,2,73,21.71,0,2,2,0,2011
58,Richard Sevigny,23,MTL,33,,20,4,3,71,768,697,0.908,2.4,2,7.9,1776,,,,75,24.12,0,0,0,30,1980
15,Ty Conklin,31,PIT,33,30,18,8,5,78,1013,935,0.923,2.51,2,7.9,1866,17,0.567,5,85,14.02,0,1,1,4,2007
55,Greg Stefan,26,DET,33,,17,9,5,96,923,827,0.896,3.11,1,6.1,1852,,,,87,14.91,0,1,1,36,1987
71,James Reimer,24,TOR,33,31,19,8,5,76,995,919,0.924,2.46,4,7.5,1856,17,0.548,2,87,11.64,0,1,1,0,2012
53,Pascal Leclaire,23,CBJ,33,,11,15,3,97,1084,987,0.911,3.23,0,7.6,1804,,,,91,10.03,0,1,1,2,2005
31,Doug Keans,26,BOS,33,,19,8,3,92,789,697,0.883,3.11,2,4.8,1777,,,,92,8.03,0,0,0,2,1983
58,Jussi Markkanen,28,TOT,33,,10,14,3,65,793,728,0.918,2.38,2,5.5,1638,,,,92,5.62,0,0,0,2,2003
43,Pete Peeters,31,WSH,33,,20,7,3,88,790,702,0.889,2.85,4,4.8,1854,,,,92,7.27,0,1,1,8,1988
22,Gilles Gilbert,30,BOS,33,,20,9,3,88,805,717,0.891,2.73,1,7.2,1931,,,,93,6.59,0,1,1,10,1979
60,Rick Wamsley,28,TOT,33,,14,16,1,108,958,850,0.887,3.43,2,5.7,1890,,,,94,7.12,0,0,0,14,1987
29,Reggie Lemelin,32,CGY,33,,16,8,1,90,785,695,0.885,3.23,2,4.6,1670,,,,95,4.34,0,0,0,20,1986
25,Marc-Andre Fleury,28,PIT,33,31,23,8,0,74,881,807,0.916,2.39,1,5.9,1858,15,0.484,5,95,3.6,0,2,2,2,2012
60,Rick St. Croix,28,TOT,33,,13,14,4,112,939,827,0.881,3.63,0,5.5,1853,,,,96,4.97,0,0,0,0,1982
4,Don Beaupre,22,MNS,33,,16,13,2,123,969,846,0.873,4.15,0,5.2,1777,,,,100,-0.15,0,0,0,17,1983
81,Tomas Vokoun,23,NSH,33,,9,20,1,87,908,821,0.904,2.78,1,5.5,1879,,,,100,-0.19,0,1,1,8,1999
51,Michel Plasse,32,QUE,33,,10,14,9,118,949,831,0.876,3.66,0,5.5,1932,,,,100,-0.47,0,1,1,0,1980
56,Jacob Markstrom,26,VAN,33,30,13,14,4,84,988,904,0.915,2.73,0,5.9,1847,17,0.567,4,100,0.12,0,2,2,4,2015
75,Steve Shields,29,MDA,33,,9,20,2,79,850,771,0.907,2.67,0,5.2,1777,,,,101,-0.59,0,0,0,4,2001
9,Marcel Paille,25,NYR,33,,11,15,7,102,1109,1007,0.908,3.09,1,4.4,1980,,,,101,-0.67,0,0,0,0,1957
48,Wayne Thomas,29,TOR,33,,10,13,6,116,1055,939,0.89,3.87,1,3.4,1799,,,,101,-0.62,0,1,1,4,1976
72,Mike Vernon,33,DET,33,,13,11,8,79,782,703,0.899,2.43,0,3.8,1952,,,,106,-4.5,0,0,0,35,1996
9,Jacques Plante,36,NYR,33,,10,17,5,109,1117,1008,0.902,3.38,2,3.6,1938,,,,107,-6.82,0,1,1,6,1964
13,Ed Giacomin,36,TOT,33,,12,17,4,119,1007,888,0.882,3.61,2,4.8,1976,,,,107,-8.12,0,0,0,0,1975
51,Daren Puppa,26,BUF,33,,11,14,4,114,932,818,0.878,3.89,0,4.2,1757,,,,109,-9.76,0,0,0,2,1991
11,Eddie Johnston,30,BOS,33,,9,19,2,108,1027,919,0.895,3.72,1,2.9,1743,,,,110,-9.65,0,0,0,2,1965
7,Brian Boucher,33,PHI,33,26,9,18,3,80,796,716,0.899,2.76,1,3.7,1742,15,0.577,7,113,-9.37,0,1,1,2,2009
68,Ondrej Pavelec,28,WPG,33,31,13,13,4,88,918,830,0.904,2.78,1,4.3,1899,14,0.452,6,113,-9.84,0,0,0,0,2015
47,Trevor Kidd,29,FLA,33,,4,16,5,90,857,767,0.895,3.21,1,4,1683,,,,114,-10.94,0,1,1,0,2001
74,Jose Theodore,30,COL,33,,13,15,1,95,870,775,0.891,3.26,0,3.9,1748,,,,115,-12.56,0,1,1,6,2006
29,Jean-Sebastien Giguere,33,TOR,33,26,11,11,4,78,777,699,0.9,2.87,0,3.4,1633,13,0.5,3,115,-10.31,0,0,0,4,2010
37,Reggie Lemelin,36,BOS,33,,17,10,3,111,841,730,0.868,3.64,1,3.4,1829,,,,116,-15.14,0,0,0,10,1990
14,Ed Giacomin,37,DET,33,,8,18,3,107,833,726,0.872,3.59,3,4.1,1790,,,,117,-15.9,0,1,1,4,1976
48,Jamie McLennan,27,STL,33,,13,14,4,70,640,570,0.891,2.36,3,2.5,1763,,,,119,-10.99,0,0,0,0,1998
64,Ron Tugnutt,24,TOT,33,,7,18,3,116,855,739,0.864,4.08,1,2.9,1707,,,,121,-20.37,0,0,0,2,1991
57,Chris Mason,34,ATL,33,27,13,13,3,95,882,787,0.892,3.39,1,3.1,1682,9,0.333,6,124,-18.16,0,0,0,4,2010
29,Johan Hedberg,35,ATL,33,26,13,12,3,100,875,775,0.886,3.49,0,3,1717,9,0.346,6,125,-19.93,0,0,0,2,2008
